Timestamp;Date;Type;Detail
04:41:40.2915669;09-08-2026;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;;
04:42:54.5902306;09-08-2026;Session Status;Stop;;
