Timestamp;Date;Type;Detail
09:10:48.0478571;17-06-2026;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;;
09:11:22.1633775;17-06-2026;Session Status;Stop;;
