Timestamp;Date;Type;Detail
16:40:44.3507750;10-05-2026;Session Status;Start;Environment: Sala;Display Mode: Sala;Dimension: 0,0,0;Browsing Mode: Local;;
16:45:49.1529603;10-05-2026;Session Status;Stop;;
