Timestamp;Date;Type;Detail
19:29:47.1496038;13-05-2026;Session Status;Start;Environment: Sala;Display Mode: Sala;Dimension: 0,0,0;Browsing Mode: Local;;
19:30:27.3806015;13-05-2026;Session Status;Stop;;
