Timestamp;Date;Type;Detail
11:07:59.9265389;09-06-2026;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Local;;
11:08:43.5425353;09-06-2026;Session Status;Stop;;
