Timestamp;Date;Type;Detail
00:03:20.4221200;09-08-2026;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Local;;
00:11:17.3122270;09-08-2026;Selection;Selected;Url: file://C:/Users/Cristian%20Romero/Documents/F/Audio%202.mp3;
00:11:52.9807670;09-08-2026;Category;Added;Url: file://C:/Users/Cristian%20Romero/Documents/F/Audio%202.mp3;Name: Musica;
