Timestamp;Date;Type;Detail
11:43:03.1326700;24-02-2025;Session Status;Start;Environment: Circular;Display Mode: Plane;Dimension: 1,3,1;Browsing Mode: Online;;
11:43:54.1460818;24-02-2025;Selection;Selected;Url: https://www.google.cl/search?q=+++++++++d&sca_esv=8afe513a2b09f157&hl=es&source=hp&biw=640&bih=640&ei=jIW8Z720C4aG1sQPva3b2Qo&iflsig=ACkRmUkAAAAAZ7yTnF8-e9Q1qNprvAslY5rDDp1Uw23d&ved=0ahUKEwi9qpnmxdyLAxUGg5UCHb3WNqsQ4dUDCA0&uact=5&oq=+++++++++d&gs_lp=EgNpbWciCiAgICAgICAgIGQyCxAAGIAEGLEDGIMBMgsQABiABBixAxiDATIIEAAYgAQYsQMyDhAAGIAEGLEDGIMBGIoFMgsQABiABBixAxiDATIOEAAYgAQYsQMYgwEYigUyCBAAGIAEGLEDMgUQABiABDILEAAYgAQYsQMYgwEyBRAAGIAESJsOUABYwgZwAHgAkAEAmAEZoAEZqgEBMbgBA8gBAPgBAYoCC2d3cy13aXotaW1nmAIBoAIkqAIAmAMCkgcBMaAH4wQ&sclient=img&udm=2;
11:44:03.5075145;24-02-2025;Category;Added;Url: https://www.google.cl/search?q=+++++++++d&sca_esv=8afe513a2b09f157&hl=es&source=hp&biw=640&bih=640&ei=jIW8Z720C4aG1sQPva3b2Qo&iflsig=ACkRmUkAAAAAZ7yTnF8-e9Q1qNprvAslY5rDDp1Uw23d&ved=0ahUKEwi9qpnmxdyLAxUGg5UCHb3WNqsQ4dUDCA0&uact=5&oq=+++++++++d&gs_lp=EgNpbWciCiAgICAgICAgIGQyCxAAGIAEGLEDGIMBMgsQABiABBixAxiDATIIEAAYgAQYsQMyDhAAGIAEGLEDGIMBGIoFMgsQABiABBixAxiDATIOEAAYgAQYsQMYgwEYigUyCBAAGIAEGLEDMgUQABiABDILEAAYgAQYsQMYgwEyBRAAGIAESJsOUABYwgZwAHgAkAEAmAEZoAEZqgEBMbgBA8gBAPgBAYoCC2d3cy13aXotaW1nmAIBoAIkqAIAmAMCkgcBMaAH4wQ&sclient=img&udm=2;Name: Prueba 4;
