Timestamp;Date;Type;Detail
22:35:54.4532655;20-02-2025;Session Status;Start;Environment: Circular;Display Mode: Plane;Dimension: 1,3,1;Browsing Mode: Online;;
22:36:55.7805945;20-02-2025;Selection;Selected;Url: https://www.google.cl/?hl=es;
22:37:06.6158497;20-02-2025;Category;Added;Url: https://www.google.cl/?hl=es;Name: Prueba 4;
22:37:24.1515886;20-02-2025;Category;Removed;Url: https://www.google.cl/?hl=es;Name: Prueba 4;
