Timestamp;Date;Type;Detail
20:32:29.8279942;20-02-2025;Session Status;Start;Environment: Circular;Display Mode: Plane;Dimension: 1,3,1;Browsing Mode: Online;;
20:34:33.0419035;20-02-2025;Selection;Selected;Url: https://www.google.cl/?hl=es;
