Timestamp;Date;Type;Detail
15:01:27.4573690;25-10-2024;Session Status;Start;Environment: Circular;Display Mode: Plane;Dimension: 2,2,1;Browsing Mode: Local;;
15:01:56.4956537;25-10-2024;Session Status;Stop;;
15:01:57.4138931;25-10-2024;Session Status;Stop;;
