Timestamp;Date;Type;Detail
08:00:22.2729771;18-06-2026;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Local;;
08:00:30.4760824;18-06-2026;Session Status;Stop;;
