Timestamp;Date;Type;Detail
07:11:30.1702855;17-06-2026;Session Status;Start;Environment: Museum;Display Mode: Museum;Browsing Mode: Online;;
07:11:43.6780992;17-06-2026;Session Status;Stop;;
